Source,SourceLong,Target,Dramatist,Play_Title,Play_Title_Short,Act,Scene,Line_Number,Speaker,Location,Line,Physical_Location,Location_Score,In_London_Or_London,Mentioned_as_Location,Purpose,Location1,Location_General,Location_Specific,Details
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.63-64,3117,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,63-64,Wasp,Harrow on the Hill,"Did you see a master of mine come in here: a tall young squire of Harrow | o'the Hill, Master Barthol'mew Cokes?",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Middlesex,Harrow on the HIll,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.65,1279,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,65,Filcher,Puppet show booth,I think there may be such a one within.,FALSE,(1) Specific London Location,TRUE,TRUE,Location,England,Bartholomew Fair,Puppet show booth,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.68,3224,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,68,Wasp,Uxbridge Fair,the five legs and two pizzles - he was a calf at Uxbridge Fair two years agone,TRUE,"(3) England, outside London",FALSE,FALSE,Other,England,Middlesex,Uxbridge Fair,"Similarly to Bartholomew Fair, where the name could refer to both the location and the event, this is given the Purpose 'Other'."
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.97,1278,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,97,Lantern,Puddle Wharf,"For he yet serves his father, a dyer at Puddle Wharf,",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Puddle Wharf,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.98,5101,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,98,Lantern,Abydos,"Which place we'll make bold with to call it our Abydos,",TRUE,"(5) World, outside Europe",FALSE,TRUE,Location,Turkey,,Abydos,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.99,2119,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,99,Lantern,South bank of the Thames,"As the Bankside is our Sestos, and let it not be denied us.",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,South bank of the Thames,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.99,5114,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,99,Lantern,Sestos,"As the Bankside is our Sestos, and let it not be denied us.",TRUE,"(5) World, outside Europe",FALSE,TRUE,Location,Turkey,,Sestos,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.116,1308,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,116,Puppet Leander,Trig Stairs,Was that fare that thou landest but now at Trig Stairs?,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Trig Stairs,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.119,1308,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,119,Lantern,Trig Stairs,Was the fare that he landed but now at Trig Stairs?,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Trig Stairs,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.124,2119,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,124,Lantern,South bank of the Thames,"Of the Bankside, he saith - to tell you truth without erring -",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,South bank of the Thames,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.125,1269,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,125,Lantern,Old Fish Street,Is come over into Fish Street to eat some fresh herring.,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Old Fish Street,"Assumed to be Old Fish Street, considering this one was mentioned previously."
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.127,1293,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,127,Lantern,Swan Inn,"Gets on all his best clothes, and will after to the Swan.",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Swan Inn,"Probably the Swan near the Hoop, near Bread Street. - John Creaser."
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.138,2003,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,138,Puppet Cole,London brothels,"Yes, Goodman Hogrubber o' Pict-hatch.",TRUE,(2) General London Location,TRUE,FALSE,Descriptor,England,London,London brothels,"Pict-/Picked-hatch' began to refer to brothels, especially in Rotten Row, Goswell Road, a little north of Smithfield. - John Creaser."
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.139,2003,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,139,Lantern,London brothels,"How, Hogrubber o' Pict-hatch?",TRUE,(2) General London Location,TRUE,FALSE,Descriptor,England,London,London brothels,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.140,2003,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,140,Puppet Cole,London brothels,"Ay, Hogrubber o' Pict-hatch.",TRUE,(2) General London Location,TRUE,FALSE,Descriptor,England,London,London brothels,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.183,1293,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,183,Lantern,Swan Inn,And lodged in that alehouse in which fair Hero does do.,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Swan Inn,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.185,1269,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,185,Lantern,Old Fish Street,Is come fair Hero in Fish Street this morning to seek:,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Old Fish Street,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.243,1295,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,243,Puppet Leander,Thames River,"I'll swim o'er the Thames, my goose thee to tread.",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Thames River,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.244,1295,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,244,Cokes,Thames River,"Brave! He will swim o'er the Thames and tread his goose tonight, he says.",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Thames River,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.247,1295,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,247,Puppet Leander,Thames River,"But lest the Thames should be dark, my goose, my dear friend,",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Thames River,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.258,3124,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,258,Lantern,Little Dunmow,"After sack and fresh herring, with your Dunmow bacon.",TRUE,"(3) England, outside London",FALSE,FALSE,Descriptor,England,Essex,Little Dunmow,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.259,4121,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,259,Puppet Pythias,Westphalia,"You lie, it's Westfabian.",TRUE,(4) Europe,FALSE,FALSE,Descriptor,Germany,,Wesphalia,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.4.269,4121,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,4,269,Lantern,Westphalia,"Westphalian', you should say.",TRUE,(4) Europe,FALSE,FALSE,Descriptor,Germany,,Westphalia,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.5.19,3101,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,5,19,Knockem,Banbury,Good Banbury-vapours.,TRUE,"(3) England, outside London",FALSE,FALSE,Descriptor,England,Oxfordshire,Banbury,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.5.68,2104,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,5,68,Puppet Dionysius,Blackfriars,"or feather-makers i'the Friars, that are o'your faction of faith?",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,Blackfriars,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.5.72,4005,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,5,72,Puppet Dionysius,France,"calling? Or the confect-makers, such you have there? Or your French fashioner? You'd",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.6.27,2115,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,6,27,Justice Overdo,London,"upon me, O London! and see me, O Smithfield: the Example of Justice and",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.6.27,2118,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,6,27,Justice Overdo,Smithfield,"upon me, O London! and see me, O Smithfield: the Example of Justice and",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,Smithfield,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.6.78,3115,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,6,78,Quarlous,Finsbury,"Nay, sir, stand not you fixed here like a stake in Finsbury to be shot at, or the",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Middlesex,Finsbury,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.6.79,1204,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,6,79,Quarlous,Bartholomew Fair,"whipping-post i'the Fair, but get your wife o'the air - it will make her",TRUE,(1) Specific London Location,TRUE,TRUE,Other,England,London,Bartholomew Fair,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.6.92,1250,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,6,92,Justice Overdo,Justice Overdo's house,I invite you home with me to my house for supper. I will have,FALSE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Justice Overdo's house,
Ben Jonson.Bartholomew Fair,Ben Jonson.Bartholomew Fair.5.6.95,1250,Ben Jonson,Bartholomew Fair,Bartholomew Fair,5,6,95,Cokes,Justice Overdo's house,"Yes, and bring the actors along: we'll ha' the rest of the play at home!",FALSE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Justice Overdo's house,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.0,6006,Ben Jonson,The Devil is an Ass,Devil,1,1,0,Stage Direction,Hell,Enter Satan and Pug in hell.,FALSE,(6) Not on Earth,FALSE,TRUE,Location,Hell,,Hell,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.6,6201,Ben Jonson,The Devil is an Ass,Devil,1,1,6,Pug,Court of Hell,"Within that term, the Court of Hell will hear",FALSE,(6) Not on Earth,FALSE,TRUE,Location,Hell,Court of Hell,Court of Hell,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.11,1208,Ben Jonson,The Devil is an Ass,Devil,1,1,11,Satan,Blackfriars Theatre,Twixt this and Tottenham? These were wont to be,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Blackfriars Theatre,"In the context in which Satan is speaking, 'this' means both the setting (Hell) AND Blackfriars Theatre, as it shares with the Prologue a strong sense of the stage location."
Ben Jonson.Devil,Ben Jonson.Devil.1.1.11,6006,Ben Jonson,The Devil is an Ass,Devil,1,1,11,Satan,Hell,Twixt this and Tottenham? These were wont to be,FALSE,(6) Not on Earth,FALSE,TRUE,Location,Hell,,Hell,"In the context in which Satan is speaking, 'this' means both the setting (Hell) AND Blackfriars Theatre, as it shares with the Prologue a strong sense of the stage location."
Ben Jonson.Devil,Ben Jonson.Devil.1.1.11,3132,Ben Jonson,The Devil is an Ass,Devil,1,1,11,Satan,Tottenham,Twixt this and Tottenham? These were wont to be,TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Tottenham,Tottenham,Village near London
Ben Jonson.Devil,Ben Jonson.Devil.1.1.16,3122,Ben Jonson,The Devil is an Ass,Devil,1,1,16,Satan,Kentish Town,Or some good ribble about Kentish Town?,TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Kentish Town,Kentish Town,"At this time, outside London."
Ben Jonson.Devil,Ben Jonson.Devil.1.1.17,3120,Ben Jonson,The Devil is an Ass,Devil,1,1,17,Satan,Hoxton,"Or Hoxton, you would hang now for a witch",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Hoxton,Hoxton,"At this time, outside London."
Ben Jonson.Devil,Ben Jonson.Devil.1.1.21,3010,Ben Jonson,The Devil is an Ass,Devil,1,1,21,Satan,Middlesex,"By a Middlesex jury, to the satisfaction",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Middlesex,Middlesex,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.22,2115,Ben Jonson,The Devil is an Ass,Devil,1,1,22,Satan,London,"Of their offended friends, the Londoners' wives",TRUE,(2) General London Location,TRUE,FALSE,Nationality,England,London,London,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.31,2115,Ben Jonson,The Devil is an Ass,Devil,1,1,31,Satan,London,"Here about London. You would make, I think",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.32,3008,Ben Jonson,The Devil is an Ass,Devil,1,1,32,Satan,Lancashire,An agent to be sent for Lancashire,TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Lancashire,Lancashire,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.33,3013,Ben Jonson,The Devil is an Ass,Devil,1,1,33,Satan,Northumberland,Proper enough; or some parts of Northumberland,TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Northumberland,Northumberland,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.56,2106,Ben Jonson,The Devil is an Ass,Devil,1,1,56,Iniquity,Cheapside,From the top of Paul's steeple to the Standard in Cheap,TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,Cheapside,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.56,1270,Ben Jonson,The Devil is an Ass,Devil,1,1,56,Iniquity,Old St Paul's Cathedral,From the top of Paul's steeple to the Standard in Cheap,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Old St Paul's Cathedral,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.58,4017,Ben Jonson,The Devil is an Ass,Devil,1,1,58,Iniquity,Spain,"Like a needle of Spain, with a thread at my tail",TRUE,(4) Europe,FALSE,TRUE,Location,Spain,,Spain,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.59,2124,Ben Jonson,The Devil is an Ass,Devil,1,1,59,Iniquity,Suburbs outside the city walls,"We will survey the suburbs, and make foorth our sallies",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,Suburbs outside the city walls,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.60,1274,Ben Jonson,The Devil is an Ass,Devil,1,1,60,Iniquity,Petticoat Lane,"Down Petticoat Lane, and up the Smock Alleys",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Petticoat Lane,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.60,1286,Ben Jonson,The Devil is an Ass,Devil,1,1,60,Iniquity,Smock Alleys,"Down Petticoat Lane, and up the Smock Alleys",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Smock Alleys,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.61,2117,Ben Jonson,The Devil is an Ass,Devil,1,1,61,Iniquity,Shoreditch,"To Shoreditch, Whitechapel, and so to St Kather'ne's",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,Shoreditch,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.61,2121,Ben Jonson,The Devil is an Ass,Devil,1,1,61,Iniquity,St Katherine's district,"To Shoreditch, Whitechapel, and so to St Kather'ne's",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,St Katherine's district,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.61,2131,Ben Jonson,The Devil is an Ass,Devil,1,1,61,Iniquity,Whitechapel,"To Shoreditch, Whitechapel, and so to St Kather'ne's",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,Whitechapel,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.62,4013,Ben Jonson,The Devil is an Ass,Devil,1,1,62,Iniquity,Netherlands,"To drink with the Dutch there, and take forth their patterns.",TRUE,(4) Europe,FALSE,FALSE,Nationality,Netherlands,,Netherlands,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.63,1223,Ben Jonson,The Devil is an Ass,Devil,1,1,63,Iniquity,Custom House Quay,From thence we will put in at Custom House Quay there,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Custom House Quay,Area in Lower Thames Str
Ben Jonson.Devil,Ben Jonson.Devil.1.1.66,1243,Ben Jonson,The Devil is an Ass,Devil,1,1,66,Iniquity,Holborn Woolsack tavern,To spend it in pies at the Dagger and the Woolsack,TRUE,(1) Specific London Location,FALSE,TRUE,Location,England,London,Woolsack tavern,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.66,1241,Ben Jonson,The Devil is an Ass,Devil,1,1,66,Iniquity,Holborn Dagger tavern,To spend it in pies at the Dagger and the Woolsack,TRUE,(1) Specific London Location,FALSE,TRUE,Location,England,London,Holborn Dagger tavern,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.69,1207,Ben Jonson,The Devil is an Ass,Devil,1,1,69,Iniquity,Billingsgate dock,"At Billingsgate, feasting with claret wine and oysters",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Billingsgate dock,Near London Bridge
Ben Jonson.Devil,Ben Jonson.Devil.1.1.70,1259,Ben Jonson,The Devil is an Ass,Devil,1,1,70,Iniquity,London Bridge,"From thence shoot the brige, child, to the Cranes I'the Vintry",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,London Bridge,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.70,1302,Ben Jonson,The Devil is an Ass,Devil,1,1,70,Iniquity,The Three Cranes tavern,"From thence shoot the brige, child, to the Cranes I'the Vintry",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,The Three Cranes tavern,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.70,1313,Ben Jonson,The Devil is an Ass,Devil,1,1,70,Iniquity,Vintry wharf,"From thence shoot the brige, child, to the Cranes I'the Vintry",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Vintry wharf,Upper St Thames
Ben Jonson.Devil,Ben Jonson.Devil.1.1.72,2127,Ben Jonson,The Devil is an Ass,Devil,1,1,72,Iniquity,The Strand,Or if thou hadst rather to the Strand down to fall,TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,The Strand,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.73,1314,Ben Jonson,The Devil is an Ass,Devil,1,1,73,Iniquity,Westminster Hall,Gainst the laywers come dabbled from Westminster Hall,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Westminster Hall,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.79,6006,Ben Jonson,The Devil is an Ass,Devil,1,1,79,Satan,Hell,This for a Vice t'advance the cause of hell,FALSE,(6) Not on Earth,FALSE,TRUE,Location,Hell,,Hell,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.132,6006,Ben Jonson,The Devil is an Ass,Devil,1,1,132,Satan,Hell,To do the commonwealth of hell some service,FALSE,(6) Not on Earth,FALSE,TRUE,Location,Hell,,Hell,
Ben Jonson.Devil,Ben Jonson.Devil.1.1.140,2128,Ben Jonson,The Devil is an Ass,Devil,1,1,140,Satan,Tyburn,There is a handsome cutpurse hanged at Tyburn,TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,Tyburn,
Ben Jonson.Devil,Ben Jonson.Devil.1.2.18,4004,Ben Jonson,The Devil is an Ass,Devil,1,2,18,Fitzdottrel,England,"As most are now in England, the Fitzdottrels",TRUE,(4) Europe,FALSE,TRUE,Location,England,,England,
Ben Jonson.Devil,Ben Jonson.Devil.1.2.23,3108,Ben Jonson,The Devil is an Ass,Devil,1,2,23,Fitzdottrel,Cambridge,"Of Cambridge, Oxford, Middlesex, and London",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Cambridge,Cambridge,
Ben Jonson.Devil,Ben Jonson.Devil.1.2.23,3010,Ben Jonson,The Devil is an Ass,Devil,1,2,23,Fitzdottrel,Middlesex,"Of Cambridge, Oxford, Middlesex, and London",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Middlesex,Middlesex,
Ben Jonson.Devil,Ben Jonson.Devil.1.2.23,2115,Ben Jonson,The Devil is an Ass,Devil,1,2,23,Fitzdottrel,London,"Of Cambridge, Oxford, Middlesex, and London",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London,
Ben Jonson.Devil,Ben Jonson.Devil.1.2.23,3128,Ben Jonson,The Devil is an Ass,Devil,1,2,23,Fitzdottrel,Oxford,"Of Cambridge, Oxford, Middlesex, and London",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Oxford,Oxford,
Ben Jonson.Devil,Ben Jonson.Devil.1.2.24,3006,Ben Jonson,The Devil is an Ass,Devil,1,2,24,Fitzdottrel,Essex,"Essex, and Kent, I have had in pay to raise him",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Essex,Essex,
Ben Jonson.Devil,Ben Jonson.Devil.1.2.24,3007,Ben Jonson,The Devil is an Ass,Devil,1,2,24,Fitzdottrel,Kent,"Essex, and Kent, I have had in pay to raise him",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Kent,Kent,
Ben Jonson.Devil,Ben Jonson.Devil.1.3.33,3002,Ben Jonson,The Devil is an Ass,Devil,1,3,33,Fitzdottrel,Country Spaces,Slid! There's some omen i'this! What countryman?,TRUE,"(3) England, outside London",FALSE,FALSE,Nationality,England,Country spaces,Country Spaces,
Ben Jonson.Devil,Ben Jonson.Devil.1.3.34,3218,Ben Jonson,The Devil is an Ass,Devil,1,3,34,Pug,Peak Cavern,"Of Derbyshire, sir, about the Peak",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Derbyshire,Peak Cavern,Near Castleton
Ben Jonson.Devil,Ben Jonson.Devil.1.3.34,3218,Ben Jonson,The Devil is an Ass,Devil,1,3,34,Fitzdottrel,Peak Cavern,That hole,TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Derbyshire,Peak Cavern,
Ben Jonson.Devil,Ben Jonson.Devil.1.3.34,3003,Ben Jonson,The Devil is an Ass,Devil,1,3,34,Pug,Derbyshire,"Of Derbyshire, sir, about the Peak",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Derbyshire,Derbyshire,
Ben Jonson.Devil,Ben Jonson.Devil.1.3.35,3218,Ben Jonson,The Devil is an Ass,Devil,1,3,35,Pug,Peak Cavern,"Yes, Devil's Arse, sir.",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Derbyshire,Peak Cavern,Also called Devil's Arse
Ben Jonson.Devil,Ben Jonson.Devil.1.5.8,5001,Ben Jonson,The Devil is an Ass,Devil,1,5,8,Manly,Africa,Old Afric and the new America,TRUE,"(5) World, outside Europe",FALSE,TRUE,Location,Africa,,Africa,
Ben Jonson.Devil,Ben Jonson.Devil.1.5.8,5020,Ben Jonson,The Devil is an Ass,Devil,1,5,8,Manly,North America,Old Afric and the new America,TRUE,"(5) World, outside Europe",FALSE,TRUE,Location,North America,This likely refers to North America specifically.,North America,
Ben Jonson.Devil,Ben Jonson.Devil.1.6.20,4005,Ben Jonson,The Devil is an Ass,Devil,1,6,20,Fitzdottrel,France,"Your families in France, wife, send not forth",TRUE,(4) Europe,FALSE,TRUE,Location,France,,France,
Ben Jonson.Devil,Ben Jonson.Devil.1.6.26,4005,Ben Jonson,The Devil is an Ass,Devil,1,6,26,Fitzdottrel,France,"In France - I keep me there, still. Wherefore, wife",TRUE,(4) Europe,FALSE,TRUE,Location,France,,France,
Ben Jonson.Devil,Ben Jonson.Devil.1.6.30,2115,Ben Jonson,The Devil is an Ass,Devil,1,6,30,Fitzdottrel,London,"All London in't, and London has seen me.",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London,
Ben Jonson.Devil,Ben Jonson.Devil.1.6.30,2115,Ben Jonson,The Devil is an Ass,Devil,1,6,30,Fitzdottrel,London,"All London in't, and London has seen me.",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London,
Ben Jonson.Devil,Ben Jonson.Devil.1.6.31,1208,Ben Jonson,The Devil is an Ass,Devil,1,6,31,Fitzdottrel,Blackfriars Theatre,"Today, I go to the Blackfriars playhouse",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Blackfriars Theatre,
Ben Jonson.Devil,Ben Jonson.Devil.1.6.35,1208,Ben Jonson,The Devil is an Ass,Devil,1,6,35,Fitzdottrel,Blackfriars Theatre,"As that's a special end why we go thither,",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Blackfriars Theatre,
Ben Jonson.Devil,Ben Jonson.Devil.1.6.45,6005,Ben Jonson,The Devil is an Ass,Devil,1,6,45,Fitzdottrel,Heaven,"Shall I forbid 'em? No, let heaven forbid 'em;",TRUE,(6) Not on Earth,FALSE,TRUE,Location,Heaven,,Heaven,
Ben Jonson.Devil,Ben Jonson.Devil.1.6.97,1249,Ben Jonson,The Devil is an Ass,Devil,1,6,97,Wittipol,Inns of Court,For a much worse i'the walks of Lincoln's Inn,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Inns of Court,
Ben Jonson.Devil,Ben Jonson.Devil.1.6.216,2104,Ben Jonson,The Devil is an Ass,Devil,1,6,216,Fitzdottrel,Blackfriars,Into Hyde Park and thence into Blackfriars,TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,Blackfriars,
Ben Jonson.Devil,Ben Jonson.Devil.1.6.216,1248,Ben Jonson,The Devil is an Ass,Devil,1,6,216,Fitzdottrel,Hyde Park,Into Hyde Park and thence into Blackfriars,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Hyde Park,
Ben Jonson.Devil,Ben Jonson.Devil.2.1.21,1300,Ben Jonson,The Devil is an Ass,Devil,2,1,21,Merecraft,The New Exchange,Upon th' Exchange at night. Pray him too have,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,The New Exchange,Possibly The New Exchange at the Strand rather than the Royal Exchange.
Ben Jonson.Devil,Ben Jonson.Devil.2.1.45,3205,Ben Jonson,The Devil is an Ass,Devil,2,1,45,Merecraft,East Anglian Fens,The thing is for recovery of drowned land,TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,East Anglia,East Anglian Fens,
Ben Jonson.Devil,Ben Jonson.Devil.2.1.49,4004,Ben Jonson,The Devil is an Ass,Devil,2,1,49,Engine,England,Throughout England?,TRUE,(4) Europe,FALSE,TRUE,Location,England,,England,
Ben Jonson.Devil,Ben Jonson.Devil.2.1.59,3205,Ben Jonson,The Devil is an Ass,Devil,2,1,59,Engine,East Anglian Fens,Of land it is!,TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,East Anglia,East Anglian Fens,
Ben Jonson.Devil,Ben Jonson.Devil.2.1.63,2123,Ben Jonson,The Devil is an Ass,Devil,2,1,63,Merecraft,St Pancras,Wi' not be sold for th' earldom of Pancridge. Draw,TRUE,(2) General London Location,FALSE,TRUE,Location,England,London,St Pancras,"Previously called Pancridge by some, evidently."
